#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story103.txt	12   	സിംഗ്                                 	N_NNP          	I-NP    			സിംഗ്,N                          	-     
story103.txt	13   	പുരി                                 	N_NNP          	I-NP    			പുരി,N                          	-     
story103.txt	14   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	15   	ശ്രീ                                 	N_NNP          	B-NP    			ശ്രീ,N                          	-     
story103.txt	16   	.                   	RD_SYM         	I-NP    			&dot;,punc                    	-     
story103.txt	17   	സോം                                  	N_NNP          	I-NP    			സോം,N                           	-     
story103.txt	18   	പ്രകാശ്                               	N_NN           	I-NP    			പ്രകാശ്,N                        	-     
story103.txt	19   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	20   	ശ്രീമതി                               	N_NNP          	B-NP    			ശ്രീമതി,N                        	-     
story103.txt	21   	അനുപ്രിയ                              	JJ             	B-NP    			അനുപ്രിയ,ADJ                     	-     
story103.txt	22   	പട്ടേൽ                               	N_NNP          	I-NP    			പട്ടേൽ,N                        	-     
story103.txt	23   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	24   	അതിഥികളേ                              	N_NN           	B-NP    			അതിഥി,N                         	-     
story103.txt	25   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	26   	സഹോദരീ                               	N_NN           	B-NP    			സഹോദരീ,N                        	-     
story103.txt	27   	സഹോദരന്മാരേ                       	N_NN           	I-NP    			സഹോദരന്മാരേ,N                     	-     
story103.txt	28   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	29   	ഡൽഹി                                	N_NNP          	B-NP    			ഡൽഹി,N                         	(6)
story103.txt	30   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	31   	നോയിഡ-ഗാസിയാബാദ്                     	N_NNP          	B-NP    			നോയിഡ-ഗാസിയാബാദ്,N                   	-     
story103.txt	32   	നിവാസികൾക്കും                       	N_NNP          	I-NP    			നിവാസി,N                         	-     
story103.txt	33   	ഡൽഹിയിലെ                              	N_NNP          	I-NP    			ഡൽഹി,N                         	-     
story103.txt	34   	വിവിധ                                	JJ             	B-NP    			വിവിധ,ADJ                       	-     
story103.txt	35   	സ്ഥലങ്ങളിൽ                       	N_NN           	I-NP    			സ്ഥലം,N                         	-     
story103.txt	36   	നിന്നുള്ള                              	PSP            	B-BLK   			നിന്നുള്ള,ADJ                     	-     
story103.txt	37   	എല്ലാവർക്കും                       	N_NN           	B-NP    			എല്ലാവർ,N                       	-     
story103.txt	38   	എന്റെ                                	N_NN           	B-NP    			എൻ,N                          	-     
story103.txt	39   	ആശംസകൾ                              	N_NN           	I-NP    			ആശംസ,N                         	-     
story103.txt	40   	.                   	RD_SYM         	I-NP    			&dot;,punc                    	-     

story103.txt	0    	ആധുനിക                               	JJ             	B-NP    			ആധുനികം,N                        	-     
story103.txt	1    	അടിസ്ഥാനസൗകര്യങ്ങളുടെ                 	N_NN           	I-NP    			അടിസ്ഥാനസകര്യം,N                   	-     
story103.txt	2    	മനോഹരമായ                        	JJ             	B-NP    			മനോഹരം,N                        	-     
story103.txt	3    	ഒരു                                 	QT_QTC         	I-NP    			ഒരു,QT                         	-     
story103.txt	4    	പാരിതോഷികമാണ്                       	V_VM_VF        	B-VGF   			പാരിതോഷികമാണ്,V                     	-     
story103.txt	5    	കേന്ദ്ര                               	N_NN           	B-NP    			കേന്ദ്രം,N                        	-     
story103.txt	6    	സർക്കാരിൽ                        	N_NN           	I-NP    			സർക്കാർ,N                       	-     
story103.txt	7    	നിന്ന്                                	PSP            	B-BLK   			നിന്ന്,PSP                       	-     
story103.txt	8    	ഡൽഹിക്ക്                              	N_NNP          	B-NP    			ഡൽഹി,N                         	(6)
story103.txt	9    	ഇന്ന്                                	N_NN           	I-NP    			ഇന്ന്,N                         	-     
story103.txt	10   	ലഭിക്കുന്നത്                       	V_VM_VF        	B-VGF   			ലഭിക്ക്,V                        	-     
story103.txt	11   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	(3
story103.txt	1    	തുരങ്കം                               	N_NN           	I-NP    			തുരങ്കം,N                        	3)
story103.txt	2    	കടക്കുമ്പോൾ                       	N_NN           	I-NP    			കടക്ക്,V                        	-     
story103.txt	3    	പലതരം                               	N_NN           	I-NP    			പലതരം,N                        	-     
story103.txt	4    	സംഭവങ്ങളാണ്                       	V_VM_VF        	B-VGF   			സംഭവങ്ങളാണ്,V                     	-     
story103.txt	5    	എന്റെ                                	N_NN           	B-NP    			എൻ,N                          	(1)
story103.txt	6    	മനസിൽ                               	N_NN           	I-NP    			മനസ്,N                         	-     
story103.txt	7    	കടന്നുവന്നത്                      	V_VM_VF        	B-VGF   			കടന്നുവന്നത്,V                    	-     
story103.txt	8    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	കുറഞ്ഞ                               	JJ             	B-NP    			കുറഞ്ഞ,ADJ                      	-     
story103.txt	1    	സമയം                                	N_NN           	I-NP    			സമയം,N                         	-     
story103.txt	2    	കൊണ്ട്                                	CC_CCS         	B-CCP   			കൊണ്ട്,CONJ                      	-     
story103.txt	3    	ഒരു                                 	QT_QTC         	B-NP    			ഒരു,QT                         	-     
story103.txt	4    	സംയോജിത                               	N_NN           	I-NP    			സംയോജിത,N                        	(3
story103.txt	5    	ഗതാഗത                               	N_NN           	I-NP    			ഗതാഗതം,N                        	3
story103.txt	6    	ഇടനാഴി                               	N_NN           	I-NP    			ഇടനാഴി,N                        	3)
story103.txt	7    	സൃഷ്ടിക്കുന്നത്                      	V_VM_VF        	B-VGF   			സൃഷ്ടിക്ക്,V                       	-     
story103.txt	8    	എളുപ്പമുള്ള                       	JJ             	B-NP    			എളുപ്പം,N                        	-     
story103.txt	9    	കാര്യമല്ല                        	RP_NEG         	B-VGF   			കാര്യമല്ല,N                      	-     
story103.txt	10   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഡൽഹിയിലെ                              	N_NNP          	B-NP    			ഡൽഹി,N                         	(6)
story103.txt	1    	ഏറ്റവും                               	RP_INTF        	I-NP    			ഏറ്റവും,ADV                      	-     
story103.txt	2    	തിരക്കേറിയ                        	V_VM_VNF_RP    	B-VGNF  			തിരക്കേറിയ,ADJ                    	-     
story103.txt	3    	റോഡുകളിലൊന്നിലാണ്                     	V_VM_VF        	B-VGF   			റോഡുകളിലൊന്നിലാണ്,V                   	-     
story103.txt	4    	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	(3
story103.txt	5    	പാത                                 	N_NN           	I-NP    			പാത,N                          	3)
story103.txt	6    	നിർമ്മിച്ചിരിക്കുന്നത്                  	V_VM_VF        	B-VGF   			നിർമ്മിച്ചിരിക്കുന്നത്,V                	-     
story103.txt	7    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ദിവസവും                               	N_NN           	B-NP    			ദിവസം,N                         	-     
story103.txt	1    	ലക്ഷക്കണക്കിന്                     	N_NN           	I-NP    			ലക്ഷക്കണക്ക്,N                    	-     
story103.txt	2    	വാഹനങ്ങളാണ്                       	V_VM_VF        	B-VGF   			വാഹനങ്ങളാണ്,V                     	-     
story103.txt	3    	ഇതുവഴി                               	N_NN           	B-NP    			ഇതുവഴി,N                        	-     
story103.txt	4    	കടന്നുപോകുന്നത്                     	V_VM_VF        	B-VGF   			കടന്നുപോകുന്നത്,V                   	-     
story103.txt	5    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഏഴ്                                 	QT_QTC         	B-NP    			ഏഴ്,N                          	-     
story103.txt	1    	തീവണ്ടിപ്പാതകൾ                     	N_NN           	I-NP    			തീവണ്ടിപ്പാത,N                     	-     
story103.txt	2    	തുരങ്കത്തിലൂടെ                      	N_NNP          	B-NP    			തുരങ്കം,N                        	(3)
story103.txt	3    	കടന്നുപോകുന്നുണ്ട്                    	V_VM_VF        	B-VGF   			കടന്നുപോക്,V                      	-     
story103.txt	4    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഇത്രയും                               	N_NN           	B-NP    			ഇത്ര,N                         	-     
story103.txt	1    	ബുദ്ധിമുട്ടുകൾക്കിടയിൽ                 	N_NN           	I-NP    			ബുദ്ധിമുട്ടുകൾക്കിടയിൽ,N               	-     
story103.txt	2    	കൊറോണ                                	N_NNP          	B-NP    			കൊറോണ,N                         	-     
story103.txt	3    	വൈറസ്                                	N_NN           	B-NP    			വൈറസ്,N                         	-     
story103.txt	4    	വന്ന്                                	V_VM_VNF_VBN   	B-VGNF  			വന്ന്,V                         	-     
story103.txt	5    	ഒരു                                 	QT_QTC         	B-NP    			ഒരു,QT                         	-     
story103.txt	6    	പുതിയ                                	JJ             	I-NP    			പുതിയ,ADJ                       	-     
story103.txt	7    	പ്രശ്നവും                              	N_NN           	I-NP    			പ്രശ്നം,N                        	-     
story103.txt	8    	സൃഷ്ടിച്ചു                              	V_VM_VF        	B-VGF   			സൃഷ്ടിക്ക്,V                       	-     
story103.txt	9    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	രാജ്യത്തിന്                        	N_NN           	B-NP    			രാജ്യം,N                         	-     
story103.txt	1    	വേണ്ടി                                	RB             	B-RBP   			വേണ്ടി,ADV                       	-     
story103.txt	2    	പുതിയ                                	JJ             	B-NP    			പുതിയ,ADJ                       	(7
story103.txt	3    	പദ്ധതികൾ                        	N_NN           	I-NP    			പദ്ധതി,N                        	7)
story103.txt	4    	തുടങ്ങുമ്പോൾ                       	V_VM_VNF_RP    	B-VGNF  			തുടങ്ങ്,V                        	-     
story103.txt	5    	അത്                                 	PR_PRP         	B-NP    			അത്,PN                         	(7)
story103.txt	6    	തടയാൻ                               	V_VM_VNF_INF   	B-VGNF  			തടയ്,V                         	-     
story103.txt	7    	ആഗ്രഹിക്കുന്നവർക്ക്                  	N_NNP          	B-NP    			ആഗ്രഹിക്കുന്നവർക്ക്,N                	-     
story103.txt	8    	ഒരു                                 	QT_QTC         	I-NP    			ഒരു,QT                         	-     
story103.txt	9    	കുറവുമില്ല                        	RP_NEG         	B-VGF   			കുറവുമില്ല,N                      	-     
story103.txt	10   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	രാജ്യത്തെ                              	N_NN           	B-NP    			രാജ്യം,N                         	-     
story103.txt	1    	പുരോഗതിയുടെ                        	N_NN           	I-NP    			പുരോഗതി,N                        	-     
story103.txt	2    	പാതയിൽ                               	N_NN           	I-NP    			പാത,N                          	-     
story103.txt	3    	കൊണ്ടുപോകുമ്പോൾ                      	CC_CCS         	B-CCP   			കൊണ്ടുപോക്,V                       	-     
story103.txt	4    	പല                                 	QT_QTF         	B-NP    			പല,QT                         	-     
story103.txt	5    	പ്രശ്നങ്ങളും                       	N_NN           	I-NP    			പ്രശ്നം,N                        	-     
story103.txt	6    	ഉടലെടുക്കും                        	V_VM_VF        	B-VGF   			ഉടലെടുക്ക്,V                      	-     
story103.txt	7    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	(2
story103.txt	1    	പദ്ധതിക്കും                        	N_NN           	I-NP    			പദ്ധതി,N                        	2)
story103.txt	2    	വിവിധ                                	JJ             	B-NP    			വിവിധ,ADJ                       	-     
story103.txt	3    	പ്രശ്നങ്ങൾ                       	N_NN           	I-NP    			പ്രശ്നം,N                        	-     
story103.txt	4    	നേരിടേണ്ടിവന്നു                      	V_VM_VF        	B-VGF   			നേരിടേണ്ടിവന്നു,V                    	-     
story103.txt	5    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	പക്ഷേ                                	CC_CCD         	B-NP    			പക്ഷേ,CONJ                      	-     
story103.txt	1    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	2    	ഇത്                                 	PR_PRP         	I-NP    			ഇത്,PN                         	-     
story103.txt	3    	പുതിയ                                	JJ             	B-NP    			പുതിയ,ADJ                       	-     
story103.txt	4    	ഇന്ത്യയാണ്                        	V_VM_VF        	B-VGF   			ഇന്ത്യയാണ്,V                      	(4)
story103.txt	5    	!                   	RD_SYM         	I-VGF   			!,punc                        	-     

story103.txt	0    	വിവിധ                                	JJ             	B-NP    			വിവിധ,ADJ                       	-     
story103.txt	1    	പ്രശ്നങ്ങൾ                       	N_NN           	I-NP    			പ്രശ്നം,N                        	-     
story103.txt	2    	ഇത്                                 	PR_PRP         	I-NP    			ഇത്,PN                         	(4)
story103.txt	3    	പരിഹരിക്കുന്നു                      	V_VM_VF        	B-VGF   			പരിഹരിക്ക്,V                      	-     
story103.txt	4    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	പുതിയ                                	JJ             	B-NP    			പുതിയ,ADJ                       	(10
story103.txt	1    	തീരുമാനങ്ങൾ                       	N_NN           	I-NP    			തീരുമാനം,N                        	10)
story103.txt	2    	എടുക്കുന്നു                        	V_VM_VF        	B-VGF   			എടുക്ക്,V                        	-     
story103.txt	3    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ആ                                  	DM_DMR         	B-NP    			ആ,N                           	(10
story103.txt	1    	നിശ്ചയങ്ങൾ                       	N_NN           	I-NP    			നിശ്ചയം,N                        	10)
story103.txt	2    	സാക്ഷാത്കരിക്കാൻ                     	V_VM_VNF_INF   	B-VGNF  			സാക്ഷാത്കരിക്ക്,V                    	-     
story103.txt	3    	അശ്രാന്ത                              	JJ             	B-NP    			അശ്രാന്ത,ADJ                     	-     
story103.txt	4    	പരിശ്രമം                              	N_NN           	I-NP    			പരിശ്രമം,N                       	-     
story103.txt	5    	നടത്തുകയും                        	V_VM_VNF_VBN   	B-VGF   			നടത്ത്,V                        	-     
story103.txt	6    	ചെയ്യുന്നു                              	V_VM_VF        	I-VGF   			ചെയ്യ്,V                         	-     
story103.txt	7    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ശുഷ്കാന്തിയോടെയും                      	N_NN           	B-NP    			ശുഷ്കാന്തിയോടെയും,N                    	-     
story103.txt	1    	യോജിച്ച                               	V_VM_VNF_RP    	B-VGNF  			യോജിക്ക്,V                        	-     
story103.txt	2    	സഹകരണത്തോടെയും                     	N_NN           	B-NP    			സഹകരണം,N                       	-     
story103.txt	3    	മാനേജ്‌മെന്റ്                        	N_NNP          	B-NP    			മാനേജ്മെന്രY,N                     	-     
story103.txt	4    	വൈദഗ്ധ്യത്തോടെയും                     	N_NN           	I-NP    			വൈദഗ്ധ്യം,N                       	-     
story103.txt	5    	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	(2
story103.txt	6    	പദ്ധതി                               	N_NN           	I-NP    			പദ്ധതി,N                        	2)
story103.txt	7    	നടപ്പിലാക്കിയ                      	V_VM_VNF_RP    	B-VGNF  			നടപ്പിലാക്ക്,V                     	-     
story103.txt	8    	എൻജിനീയർമാരെയും                     	CC_CCS         	B-CCP   			എൻജിനീയർ,N                      	-     
story103.txt	9    	തൊഴിലാളികളെയും                       	N_NN           	B-NP    			തൊഴിലാളികള്,N                      	-     
story103.txt	10   	ഞാൻ                                 	PR_PRP         	B-NP    			ഞാൻ,PN                         	(1)
story103.txt	11   	അങ്ങേയറ്റം                        	N_NN           	I-NP    			അങ്ങേയറ്റം,N                      	-     
story103.txt	12   	അഭിനന്ദിക്കുന്നു                     	V_VM_VF        	B-VGF   			അഭിനന്ദിക്ക്,V                     	-     
story103.txt	13   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	(2
story103.txt	1    	പദ്ധതിക്കായി                       	N_NN           	I-NP    			പദ്ധതി,N                        	2)
story103.txt	2    	വിയർപ്പ്                              	N_NN           	I-NP    			വിയർപ്പ്,N                       	-     
story103.txt	3    	ചൊരിഞ്ഞ                               	JJ             	B-NP    			ചൊരിഞ്ഞ,ADJ                      	-     
story103.txt	4    	എല്ലാ                                	JJ             	I-NP    			എല്ലാ,ADJ                       	-     
story103.txt	5    	തൊഴിലാളി                               	N_NN           	I-NP    			തൊഴിലാളി,N                        	-     
story103.txt	6    	സഹോദരീസഹോദരന്മാർക്കും                 	N_NN           	B-NP    			സഹോദരീസഹോദരന്മാർക്കും,N               	-     
story103.txt	7    	എന്റെ                                	N_NN           	B-NP    			എൻ,N                          	(1)
story103.txt	8    	ഹൃദയത്തിന്റെ                       	N_NN           	I-NP    			ഹൃദയം,N                         	-     
story103.txt	9    	അടിത്തട്ടിൽ                       	N_NN           	I-NP    			അടിത്തട്ട്,N                      	-     
story103.txt	10   	നിന്നുള്ള                              	PSP            	B-BLK   			നിന്നുള്ള,ADJ                     	-     
story103.txt	11   	ആശംസ                                	N_NN           	B-NP    			ആശംസ,N                         	-     
story103.txt	12   	അറിയിക്കുന്നു                       	V_VM_VF        	B-VGF   			അറിയിക്ക്,V                       	-     
story103.txt	13   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	സുഹൃത്തുക്കളേ                       	N_NN           	B-NP    			സുഹൃത്തുക്കളേ,N                     	-     
story103.txt	1    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	2    	ഇരുപത്തിയൊന്നാം                      	QT_QTO         	B-NP    			ഇരുപത്തിയൊന്നാം,QT                   	-     
story103.txt	3    	നൂറ്റാണ്ടിന്റെ                       	N_NN           	I-NP    			നൂറ്റാണ്ട്,N                       	-     
story103.txt	4    	ആവശ്യങ്ങൾക്കനുസൃതമായി                	RB             	B-RBP   			ആവശ്യങ്ങൾക്കനുസൃതമായി,ADV            	-     
story103.txt	5    	പ്രഗതി                               	N_NN           	B-NP    			പ്രഗതി,N                        	-     
story103.txt	6    	മൈതാന                                	N_NNP          	B-NP    			മൈതാനം,N                         	-     
story103.txt	7    	മേളയെ                                	N_NN           	I-NP    			മേള,N                          	-     
story103.txt	8    	മാറ്റാനുള്ള                        	JJ             	B-NP    			മാറ്റാനുള്ള,ADJ                    	-     
story103.txt	9    	ശ്രമത്തിന്റെ                       	N_NN           	I-NP    			ശ്രമം,N                         	-     
story103.txt	10   	ഭാഗമായാണ്                              	V_VM_VF        	B-VGF   			ഭാഗമായാണ്,V                       	-     
story103.txt	11   	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	(3
story103.txt	12   	സംയോജിത                               	N_NN           	I-NP    			സംയോജിത,N                        	3
story103.txt	13   	ഗതാഗത                               	N_NN           	I-NP    			ഗതാഗതം,N                        	3
story103.txt	14   	ഇടനാഴി                               	N_NN           	I-NP    			ഇടനാഴി,N                        	3)
story103.txt	15   	നിർമ്മിച്ചിരിക്കുന്നത്                  	V_VM_VF        	B-VGF   			നിർമ്മിച്ചിരിക്കുന്നത്,V                	-     
story103.txt	16   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഇന്ത്യൻ                              	N_NNP          	B-NP    			ഇന്ത്യൻ,N                       	-     
story103.txt	1    	നൈപുണ്യങ്ങൾ                       	N_NNP          	I-NP    			നൈപുണ്യം,N                        	-     
story103.txt	2    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	3    	ഉൽപന്നങ്ങൾ                      	N_NN           	B-NP    			ഉൽപന്നം,N                       	-     
story103.txt	4    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	5    	ഇന്ത്യയുടെ                        	N_NNP          	B-NP    			ഇന്ത്യ,N                        	(4)
story103.txt	6    	പുരോഗതി                               	N_NN           	I-NP    			പുരോഗതി,N                        	-     
story103.txt	7    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	8    	നമ്മുടെ                               	PR_PRP         	B-NP    			നാം,PN                          	-     
story103.txt	9    	സംസ്കാരം                               	N_NN           	I-NP    			സംസ്കാരം,N                        	-     
story103.txt	10   	എന്നിവ                               	N_NN           	I-NP    			എന്നിവ,N                        	-     
story103.txt	11   	പ്രദർശിപ്പിക്കുന്നതിനാണ്                	V_VM_VF        	B-VGF   			പ്രദർശിപ്പിക്കുന്നതിനാണ്,V              	-     
story103.txt	12   	വർഷങ്ങൾക്ക്                      	N_NN           	B-NP    			വർഷം,N                         	-     
story103.txt	13   	മുമ്പ്                                	PSP            	B-BLK   			മുമ്പ്,ADV                       	-     
story103.txt	14   	പ്രഗതി                               	N_NN           	B-NP    			പ്രഗതി,N                        	(5
story103.txt	15   	മൈതാനം                                	N_NN           	I-NP    			മൈതാനം,N                         	5)
story103.txt	16   	നിർമ്മിച്ചത്                       	V_VM_VF        	B-VGF   			നിർമ്മിച്ചത്,V                     	-     
story103.txt	17   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	എന്നാൽ                               	CC_CCS         	B-CCP   			എന്നാൽ,CONJ                     	-     
story103.txt	1    	അതിനുശേഷം                              	PR_PRP         	B-NP    			അതിനുശേഷം,N                       	-     
story103.txt	2    	ഇന്ത്യ                               	N_NNP          	B-NP    			ഇന്ത്യ,N                        	(4)
story103.txt	3    	ഒരുപാട്                               	N_NN           	I-NP    			ഒരുപാട്,ADJ                      	-     
story103.txt	4    	മാറിയിരിക്കുന്നു                      	V_VM_VF        	B-VGF   			മാറിയിരിക്ക്,V                      	-     
story103.txt	5    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	അതിന്റെ                               	PR_PRP         	B-NP    			അതിന്രYഎ,PN                     	(4)
story103.txt	1    	ആവശ്യകതകളും                      	N_NN           	I-NP    			ആവശ്യകത,N                      	-     
story103.txt	2    	വർദ്ധിച്ചു                        	V_VM_VF        	B-VGF   			വർദ്ധിക്ക്,V                      	-     
story103.txt	3    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	പക്ഷേ                                	CC_CCD         	B-NP    			പക്ഷേ,CONJ                      	-     
story103.txt	1    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	2    	പ്രഗതി                               	N_NN           	B-NP    			പ്രഗതി,N                        	(5
story103.txt	3    	മൈതാനം                                	N_NN           	I-NP    			മൈതാനം,N                         	5)
story103.txt	4    	കാര്യമായി                              	RB             	B-VGF   			കാര്യം,N                         	-     
story103.txt	5    	മെച്ചപ്പെട്ടില്ല                     	RP_NEG         	I-VGF   			മെച്ചപ്പെട്,V                      	-     
story103.txt	6    	എന്നത്                               	V_VM_VF        	B-VGF   			എന്നത്,V                        	-     
story103.txt	7    	സങ്കടകരമാണ്                      	V_VM_VF        	I-VGF   			സങ്കടകരമാണ്,V                    	-     
story103.txt	8    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ഇവിടുത്തെ                              	PR_PRP         	B-NP    			ഇവിടുത്തെ,ADV                     	-     
story103.txt	1    	സൗകര്യങ്ങൾ                       	N_NN           	I-NP    			സകര്യം,N                        	-     
story103.txt	2    	നവീകരിക്കാൻ                       	V_VM_VNF_INF   	B-VGNF  			നവീകരിക്ക്,V                      	-     
story103.txt	3    	ഒന്നര                               	QT_QTC         	B-NP    			ഒന്നര,N                        	-     
story103.txt	4    	വർഷം                                	N_NN           	I-NP    			വർഷം,N                         	-     
story103.txt	5    	മുമ്പ്                                	PSP            	B-BLK   			മുമ്പ്,ADV                       	-     
story103.txt	6    	പദ്ധതി                               	N_NN           	B-NP    			പദ്ധതി,N                        	-     
story103.txt	7    	തയ്യാറാക്കിയിരുന്നു                    	V_VM_VF        	B-VGF   			തയ്യാറാക്ക്,V                      	-     
story103.txt	8    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	രാജ്യതലസ്ഥാനത്തും                    	N_NN           	B-NP    			രാജ്യതലസ്ഥാനം,N                    	-     
story103.txt	1    	രാജ്യത്തിന്റെ                       	N_NN           	I-NP    			രാജ്യം,N                         	-     
story103.txt	2    	മറ്റ്                                	JJ             	B-NP    			മറ്റ്,ADJ                       	-     
story103.txt	3    	ഭാഗങ്ങളിലും                        	N_NN           	I-NP    			ഭാഗം,N                          	-     
story103.txt	4    	ആധുനിക                               	JJ             	B-NP    			ആധുനികം,N                        	-     
story103.txt	5    	സൗകര്യങ്ങളോടുകൂടിയ                   	JJ             	I-NP    			സകര്യങ്ങളോടുകൂടിയ,ADJ               	-     
story103.txt	6    	ലോകോത്തര                              	N_NN           	I-NP    			ലോകോത്തര,N                       	(9
story103.txt	7    	എക്സിബിഷൻ                        	N_NN           	B-NP    			എക്സിബിഷൻ,N                      	9
story103.txt	8    	ഹാളുകൾ                               	N_NN           	I-NP    			ഹാൾ,N                          	9)
story103.txt	9    	സ്ഥാപിക്കാൻ                        	V_VM_VNF_INF   	B-VGNF  			സ്ഥാപിക്ക്,V                       	-     
story103.txt	10   	ഇന്ത്യാ                               	N_NNP          	B-NP    			ഇന്ത്യാ,N                        	-     
story103.txt	11   	ഗവൺമെന്റ്                        	N_NN           	I-NP    			ഗവൺമെന്രY,N                     	-     
story103.txt	12   	നിരന്തരം                              	N_NN           	I-NP    			നിരന്തരം,N                       	-     
story103.txt	13   	പരിശ്രമിക്കുകയാണ്                    	V_VM_VF        	B-VGF   			പരിശ്രമിക്കുകയാണ്,V                  	-     
story103.txt	14   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	ദ്വാരകയിൽ                        	N_NNP          	B-NP    			ദ്വാരക,N                        	-     
story103.txt	1    	നിർമാണത്തിലിരിക്കുന്ന                  	V_VM_VNF_RP    	B-VGNF  			നിർമാണത്തിലിരിക്കുന്ന,V                	-     
story103.txt	2    	രാജ്യാന്തര                        	N_NN           	B-NP    			രാജ്യാന്തരം,N                      	-     
story103.txt	3    	സമ്മേളന                              	N_NN           	I-NP    			സമ്മേളനം,N                       	-     
story103.txt	4    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story103.txt	5    	പ്രദർശന                        	N_NN           	B-NP    			പ്രദർശനം,N                      	-     
story103.txt	6    	കേന്ദ്രവും                              	N_NN           	I-NP    			കേന്ദ്രം,N                        	-     
story103.txt	7    	പ്രഗതി                               	N_NN           	I-NP    			പ്രഗതി,N                        	(5
story103.txt	8    	മൈതാനത്തിന്റെ                       	N_NN           	B-NP    			മൈതാനം,N                         	5)
story103.txt	9    	നവീകരണ                              	N_NN           	I-NP    			നവീകരണം,N                       	-     
story103.txt	10   	പദ്ധതിയും                              	N_NN           	I-NP    			പദ്ധതി,N                        	-     
story103.txt	11   	ഇതിനുള്ള                              	PR_PRP         	B-NP    			ഇത്,PN                         	-     
story103.txt	12   	തെളിവാണ്                               	V_VM_VF        	B-VGF   			തെളിവാണ്,V                        	-     
story103.txt	13   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story103.txt	0    	കഴിഞ്ഞ                               	JJ             	B-NP    			കഴിഞ്ഞ,ADJ                      	-     
story103.txt	1    	വർഷം                                	N_NN           	I-NP    			വർഷം,N                         	-     
story103.txt	2    	ഇവിടെ                                	RB             	B-RBP   			ഇവിടെ,ADV                       	-     
story103.txt	3    	നാല്                                 	QT_QTC         	B-NP    			നാല്,N                          	-     
story103.txt	4    	എക്സിബിഷൻ                        	N_NN           	I-NP    			എക്സിബിഷൻ,N                      	(9
story103.txt	5    	ഹാളുകൾ                               	N_NN           	I-NP    			ഹാൾ,N                          	9)
story103.txt	6    	തുറക്കാൻ                              	V_VM_VNF_INF   	B-VGNF  			തുറക്ക്,V                        	-     
