#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story102.txt	1    	ఎనిమిదేళ్లలో                       	QC        	B-NP    			ఎనిమిదేళ్లు,n                      	-     
story102.txt	2    	ఢిల్లీ-ఎన్సీఆర్లో                    	NN        	I-NP    			ఢిల్లీ-ఎన్సీఆర్లో,unk                	-     
story102.txt	3    	మెట్రో                           	NN        	B-NP    			మెట్రో,n                         	-     
story102.txt	4    	సేవలు                           	NN        	B-NP    			సేవ,n                          	-     
story102.txt	5    	193                 	QC        	B-NP    			193,num                       	-     
story102.txt	6    	కిలోమీటర్ల         	NN        	I-NP    			కిలోమీటర్,n                       	-     
story102.txt	7    	నుంచి                            	PSP       	I-NP    			నుంచి,avy                        	-     
story102.txt	8    	400                 	QC        	B-NP    			400,num                       	-     
story102.txt	9    	కిలోమీటర్లకు                       	NN        	I-NP    			కిలోమీటర్,n                       	-     
story102.txt	10   	విస్తరించాయి         	VM        	B-VGF   			విస్తరించు,v                       	-     
story102.txt	11   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	మెట్రో                           	NN        	B-NP    			మెట్రో,n                         	-     
story102.txt	1    	మ                             	NN        	B-NP    			మ,unk                         	-     
story102.txt	2    	రియు                            	NN        	B-NP    			రియు,unk                        	-     
story102.txt	3    	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	4    	జా                             	NN        	B-NP    			జాం,n                           	-     
story102.txt	5    	ర                             	NN        	B-NP    			రం,n                           	-     
story102.txt	6    	వాణాను                           	PRP       	B-NP    			వాణాను,unk                       	-     
story102.txt	7    	ఉప                            	NN        	B-NP    			ఉప,avy                        	-     
story102.txt	8    	యోగించే                           	VM        	B-VGNF  			యోగించు,v                         	-     
story102.txt	9    	అలవాటును                         	NN        	B-NP    			అలవాటు,n                        	-     
story102.txt	10   	పెంపొందించుకోవాల                       	NN        	B-NP    			పెంపొందించుకోవాల,unk                   	-     
story102.txt	11   	ని                             	NN        	B-NP    			ని,avy                         	-     
story102.txt	12   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	13   	జ                             	NN        	B-NP    			జం,n                           	-     
story102.txt	14   	ల                             	RP        	I-NP    			ల,avy                         	-     
story102.txt	15   	కు                             	PSP       	I-NP    			కు,avy                         	-     
story102.txt	16   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	17   	ధాన                            	NN        	B-NP    			ధాన,unk                        	-     
story102.txt	18   	మంత్రి                           	NN        	B-NP    			మంత్రి,n                         	-     
story102.txt	19   	విజ్ఞ                           	NN        	B-NP    			విజ్ఞుడు,n                        	-     
story102.txt	20   	ప్తి                            	NN        	B-NP    			ప్తి,unk                        	-     
story102.txt	21   	చేశారు                           	VM        	B-VGF   			చెయ్యి,v                         	-     
story102.txt	22   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	అదేవిధంగా                         	RB        	B-RBP   			అదేవిధంగా,avy                     	-     
story102.txt	1    	తూర్పు                           	NN        	B-NP    			తూర్పు,n                         	-     
story102.txt	2    	మరియు                           	CC        	B-CCP   			మరియు,avy                       	-     
story102.txt	3    	పశ్చిమ                          	NN        	B-NP    			పశ్చిమం,n                        	-     
story102.txt	4    	పెరిఫెరల్                         	NN        	B-NP    			పెరిఫెరల్,unk                     	-     
story102.txt	5    	ఎక్స్                           	NN        	B-NP    			ఎక్స్,n                         	-     
story102.txt	6    	ప్రెస్                           	NN        	B-NP    			ప్రెస్,n                         	-     
story102.txt	7    	వేలు                            	QC        	B-NP    			వేలు,n                          	-     
story102.txt	8    	మరియు                           	CC        	B-CCP   			మరియు,avy                       	-     
story102.txt	9    	ఢిల్లీ-మీరట్                       	NN        	B-NP    			ఢిల్లీ-మీరట్,unk                   	-     
story102.txt	10   	ఎక్స్                           	NN        	B-NP    			ఎక్స్,n                         	-     
story102.txt	11   	ప్రెస్                           	NN        	B-NP    			ప్రెస్,n                         	-     
story102.txt	12   	వే                             	NN        	B-NP    			వేం,n                           	-     
story102.txt	13   	ఢిల్లీ                           	NN        	B-NP    			ఢిల్లీ,n                         	-     
story102.txt	14   	ప్రజలకు                         	NN        	B-NP    			ప్రజలు,n                        	-     
story102.txt	15   	ఎంతో                            	INTF      	B-NP    			ఎంతో,avy                        	-     
story102.txt	16   	సహాయపడ్డాయి                       	VM        	B-VGF   			సహాయపడు,v                       	-     
story102.txt	17   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	కాశీ                            	NNP       	B-NP    			కాశీ,n                          	-     
story102.txt	1    	రైల్వే                           	NN        	B-NP    			రైల్వే,n                         	-     
story102.txt	2    	స్టేష                           	NN        	B-NP    			స్టేష,unk                       	-     
story102.txt	3    	న్                             	SYM       	I-NP    			న్,unk                         	-     
story102.txt	4    	లో                             	PSP       	B-BLK   			లో,avy                         	-     
story102.txt	5    	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	6    	జ                             	NN        	B-NP    			జం,n                           	-     
story102.txt	7    	ల                             	NN        	B-NP    			ల,avy                         	-     
story102.txt	8    	తో                             	PSP       	I-NP    			తో,avy                         	-     
story102.txt	9    	జ                             	NN        	B-NP    			జం,n                           	-     
story102.txt	10   	రిగిన                           	VM        	B-VGNF  			రిగిన,unk                       	-     
story102.txt	11   	స                             	NN        	B-NP    			స,n                           	-     
story102.txt	12   	మావేశాన్ని                         	NN        	B-NP    			మావేశాన్ని,unk                     	-     
story102.txt	13   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	(1
story102.txt	14   	ధాన                            	NN        	B-NP    			ధాన,unk                        	1
story102.txt	15   	మంత్రి                           	NN        	B-NP    			మంత్రి,n                         	1)
story102.txt	16   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	17   	స్తావిస్తూ                         	VM        	B-VGF   			స్తావిస్తూ,unk                     	-     
story102.txt	18   	,                   	SYM       	I-VGF   			&comma;,punc                  	-     
story102.txt	19   	సామాన్య                          	JJ        	B-NP    			సామాన్య,adj                      	-     
story102.txt	20   	ప్ర                            	NN        	I-NP    			ప్ర,avy                        	-     
story102.txt	21   	జ                             	NN        	B-NP    			జం,n                           	-     
story102.txt	22   	ల                             	RP        	I-NP    			ల,avy                         	-     
story102.txt	23   	మైండ్                            	NN        	B-NP    			మైండ్,n                          	-     
story102.txt	24   	సెట్                            	NN        	B-NP    			సెట్,n                          	-     
story102.txt	25   	లో                             	PSP       	I-NP    			లో,avy                         	-     
story102.txt	26   	భారీ                            	JJ        	B-NP    			భారీ,adj                        	-     
story102.txt	27   	మార్పు                           	NN        	I-NP    			మార్పు,n                         	-     
story102.txt	28   	వ                             	NN        	B-NP    			వ,avy                         	-     
story102.txt	29   	చ్చింద                           	NN        	B-NP    			చ్చింద,unk                       	-     
story102.txt	30   	ని                             	NN        	I-NP    			ని,avy                         	-     
story102.txt	31   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	32   	ఆ                             	DEM       	B-NP    			ఆ,avy                         	-     
story102.txt	33   	మార్పుకు                          	NN        	I-NP    			మార్పు,n                         	-     
story102.txt	34   	అనుగుణంగా                         	RB        	B-RBP   			అనుగుణంగా,avy                     	-     
story102.txt	35   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	36   	భుత్వం                           	NN        	B-NP    			భుత్వం,unk                       	-     
story102.txt	37   	అన్ని                           	QF        	B-NP    			అన్ని,pn                        	-     
story102.txt	38   	ప్ర                            	NN        	I-NP    			ప్ర,avy                        	-     
story102.txt	39   	య                             	NN        	B-NP    			య,unk                         	-     
story102.txt	40   	త్నాలు                           	NN        	B-NP    			త్నాలు,unk                       	-     
story102.txt	41   	చేస్తోంద                          	VM        	B-VGNF  			చేస్తోంద,unk                      	-     
story102.txt	42   	ని                             	NN        	B-NP    			ని,avy                         	-     
story102.txt	43   	అన్నారు                          	VM        	B-VGF   			అను,v                          	-     
story102.txt	44   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	ఢిల్లీ-ముంబై         	NNP       	B-NP    			ఢిల్లీ-ముంబై,unk                    	-     
story102.txt	1    	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	2    	ఢిల్లీ-డెహ్రాడూన్                     	NNP       	B-NP    			ఢిల్లీ-డెహ్రాడూన్,unk                 	-     
story102.txt	3    	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	4    	ఢిల్లీ-అమృత్సర్                     	NNP       	B-NP    			ఢిల్లీ-అమృత్సర్,unk                 	-     
story102.txt	5    	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	6    	ఢిల్లీ-చండీగఢ్                      	NNP       	B-NP    			ఢిల్లీ-చండీగఢ్,unk                  	-     
story102.txt	7    	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	8    	ఢిల్లీ-జైపూర్                       	NNP       	B-NP    			ఢిల్లీ-జైపూర్,unk                   	-     
story102.txt	9    	ఎక్స్ప్రెస్వేలు                      	NN        	B-NP    			ఎక్స్ప్రెస్వేలు,unk                  	-     
story102.txt	10   	ఢిల్లీని                          	NN        	B-NP    			ఢిల్లీ,n                         	-     
story102.txt	11   	ప్రపంచంలోనే         	NN        	B-NP    			ప్రపంచంలోనే,unk                    	-     
story102.txt	12   	అత్యుత్తమ         	NN        	B-NP    			అత్యుత్తమం,n                      	-     
story102.txt	13   	అనుసంధానిత         	NN        	B-NP    			అనుసంధానిత,unk                    	-     
story102.txt	14   	రాజధానులలో         	NN        	B-NP    			రాజధాని,n                        	-     
story102.txt	15   	ఒకటిగా                          	RB        	B-RBP   			ఒకటిగా,avy                      	-     
story102.txt	16   	మారుస్తున్నాయని                      	VM        	B-VGF   			మారువు,v                         	-     
story102.txt	17   	అని                            	UT        	B-BLK   			అని,avy                        	(1)
story102.txt	17a  	ఆయన                           	PRP       	B-NP    			ఆయన,pn                        	(1)
story102.txt	18   	పేర్కొన్నారు         	VM        	B-VGF   			పేర్కొను,v                        	-     
story102.txt	19   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	స్వదేశీ                          	NN        	B-NP    			స్వదేశీ,n                        	-     
story102.txt	1    	సాంకేతిక                          	NN        	B-NP    			సాంకేతికం,n                        	-     
story102.txt	2    	పరిజ్ఞానంతో         	NN        	B-NP    			పరిజ్ఞానం,n                       	-     
story102.txt	3    	అభివృద్ధి                         	NN        	B-NP    			అభివృద్ధి,n                       	-     
story102.txt	4    	చేసిన                           	VM        	B-VGNF  			చెయ్యి,v                         	-     
story102.txt	5    	ఢిల్లీ-మీరట్                       	NN        	B-NP    			ఢిల్లీ-మీరట్,unk                   	-     
story102.txt	6    	ఎక్స్                           	NN        	B-NP    			ఎక్స్,n                         	-     
story102.txt	7    	ప్రెస్                           	NN        	B-NP    			ప్రెస్,n                         	-     
story102.txt	8    	రైలు                            	NN        	B-NP    			రైలు,n                          	-     
story102.txt	9    	వ్యవస్థ                         	NN        	B-NP    			వ్యవస్థ,n                       	-     
story102.txt	10   	గురించి                           	PSP       	I-NP    			గురించి,avy                       	-     
story102.txt	11   	కూడా                            	PSP       	B-BLK   			కూడా,avy                        	-     
story102.txt	12   	ఆయన                           	PRP       	B-NP    			ఆయన,pn                        	(1)
story102.txt	13   	మాట్లాడారు                         	VM        	B-VGF   			మాట్లాడు,v                        	-     
story102.txt	14   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	దేశ                            	NN        	B-NP    			దేశం,n                          	-     
story102.txt	1    	రాజధానిగా                         	RB        	B-RBP   			రాజధాని,n                        	-     
story102.txt	2    	ఢిల్లీ                           	NN        	B-NP    			ఢిల్లీ,n                         	-     
story102.txt	3    	గుర్తింపును                         	NN        	B-NP    			గుర్తింపు,n                        	-     
story102.txt	4    	నిర్ధారించే                         	VM        	B-VGNF  			నిర్ధారించు,v                       	-     
story102.txt	5    	చర్యల్లో                         	NN        	B-NP    			చర్య,n                         	-     
story102.txt	6    	భాగంగా                           	RB        	B-RBP   			భాగం,n                          	-     
story102.txt	7    	,                   	SYM       	I-RBP   			&comma;,punc                  	-     
story102.txt	8    	వృత్తి                           	NN        	B-NP    			వృత్తి,n                         	-     
story102.txt	9    	నిపుణులు                          	NN        	B-NP    			నిపుణుడు,n                        	-     
story102.txt	10   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	11   	ప్రజలు                          	NN        	B-NP    			ప్రజలు,n                        	-     
story102.txt	12   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	13   	విద్యార్థులు         	NN        	B-NP    			విద్యార్థి,n                       	-     
story102.txt	14   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	15   	యువత                           	NN        	B-NP    			యువత,n                         	-     
story102.txt	16   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	17   	పాఠశాల                          	NN        	B-NP    			పాఠశాల,n                        	-     
story102.txt	18   	మరియు                           	CC        	B-CCP   			మరియు,avy                       	-     
story102.txt	19   	కార్యాలయానికి                       	NN        	B-NP    			కార్యాలయం,n                       	-     
story102.txt	20   	వెళ్లే                           	VM        	B-VGNF  			వెళ్లు,v                         	-     
story102.txt	21   	ప్రయాణీకులు         	NN        	B-NP    			ప్రయాణీకుడు,n                      	-     
story102.txt	22   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	23   	టాక్సీ                           	NN        	B-NP    			టాక్సీ,n                         	-     
story102.txt	24   	ఆటో                            	NN        	B-NP    			ఆటో,n                          	-     
story102.txt	25   	డ్రైవర్లు                         	NN        	B-NP    			డ్రైవర్,n                        	-     
story102.txt	26   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	27   	వ్యాపార                          	NN        	B-NP    			వ్యాపారం,n                        	-     
story102.txt	28   	సమాజానికి                         	NN        	B-NP    			సమాజం,n                         	-     
story102.txt	29   	ప్రయోజనం                         	NN        	B-NP    			ప్రయోజనం,n                       	-     
story102.txt	30   	చేకూర్చే                          	VM        	B-VGNF  			చేకూర్చు,v                        	-     
story102.txt	31   	చర్యల్లో                         	NN        	B-NP    			చర్య,n                         	-     
story102.txt	32   	భాగంగా                           	RB        	B-RBP   			భాగం,n                          	-     
story102.txt	33   	స్వదేశీ                          	NN        	B-NP    			స్వదేశీ,n                        	-     
story102.txt	34   	సాంకేతిక                          	NN        	B-NP    			సాంకేతికం,n                        	-     
story102.txt	35   	పరిజ్ఞానం                         	NN        	B-NP    			పరిజ్ఞానం,n                       	-     
story102.txt	36   	ద్వారా                           	PSP       	I-NP    			ద్వారా,avy                       	-     
story102.txt	37   	అభివృద్ధి                         	NN        	B-NP    			అభివృద్ధి,n                       	-     
story102.txt	38   	చేయబడిన                         	VM        	B-VGNF  			చేయబడు,v                        	-     
story102.txt	39   	ఢిల్లీ-మీరట్                       	NN        	B-NP    			ఢిల్లీ-మీరట్,unk                   	-     
story102.txt	40   	ఎక్స్ప్రెస్         	NN        	B-NP    			ఎక్స్ప్రెస్,n                      	-     
story102.txt	41   	రైలు                            	NN        	B-NP    			రైలు,n                          	-     
story102.txt	42   	వ్యవస్థ                         	NN        	B-NP    			వ్యవస్థ,n                       	-     
story102.txt	43   	గురించి                           	PSP       	I-NP    			గురించి,avy                       	-     
story102.txt	44   	కూడా                            	PSP       	B-BLK   			కూడా,avy                        	-     
story102.txt	45   	ఆయన                           	PRP       	B-NP    			ఆయన,pn                        	(1)
story102.txt	46   	మాట్లాడారు                         	VM        	B-VGF   			మాట్లాడు,v                        	-     
story102.txt	47   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	(1
story102.txt	1    	ధాన                            	NN        	B-NP    			ధాన,unk                        	1
story102.txt	2    	మంత్రి                           	NN        	B-NP    			మంత్రి,n                         	1)
story102.txt	3    	యొక్క                           	PSP       	I-NP    			యొక్క,avy                       	-     
story102.txt	4    	యాక్సిలరేటెడ్                       	NN        	B-NP    			యాక్సిలరేటెడ్,unk                   	-     
story102.txt	5    	ఎన                            	NN        	B-NP    			ఎన,n                          	-     
story102.txt	6    	ర్జీ                            	NN        	B-NP    			ర్జీ,unk                        	-     
story102.txt	7    	నేష                            	NN        	B-NP    			నేష,unk                        	-     
story102.txt	8    	న                             	NN        	B-NP    			న,avy                         	-     
story102.txt	9    	ల్                             	SYM       	I-NP    			ల్,unk                         	-     
story102.txt	10   	మాస్టర్                          	NN        	B-NP    			మాస్టర్,unk                      	-     
story102.txt	11   	ప్లాన్                           	NN        	B-NP    			ప్లాన్,n                         	-     
story102.txt	12   	యొక్క                           	PSP       	I-NP    			యొక్క,avy                       	-     
story102.txt	13   	దార్శ                           	NN        	B-NP    			దార్శ,unk                       	-     
story102.txt	14   	నిక                            	NN        	B-NP    			నిక్,n                          	-     
story102.txt	15   	త                             	NN        	B-NP    			త,unk                         	-     
story102.txt	16   	ద్వారా                           	PSP       	I-NP    			ద్వారా,avy                       	-     
story102.txt	17   	దేశం                            	NN        	B-NP    			దేశం,n                          	-     
story102.txt	18   	బహుముఖ                          	NN        	B-NP    			బహుముఖం,n                        	-     
story102.txt	19   	అనుసంధానాన్ని                       	NN        	B-NP    			అనుసంధానం,n                       	-     
story102.txt	20   	నిర్మిస్తోంద         	NN        	B-NP    			నిర్మిస్తోంద,unk                    	-     
story102.txt	21   	ని                             	NN        	B-NP    			ని,avy                         	-     
story102.txt	22   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	23   	ధాన                            	NN        	B-NP    			ధాన,unk                        	-     
story102.txt	24   	మంత్రి                           	NN        	B-NP    			మంత్రి,n                         	-     
story102.txt	25   	అన్నారు                          	VM        	B-VGF   			అను,v                          	-     
story102.txt	26   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	(1
story102.txt	1    	ధాన                            	NN        	B-NP    			ధాన,unk                        	1
story102.txt	2    	మంత్రి                           	NN        	B-NP    			మంత్రి,n                         	1)
story102.txt	3    	యొక్క                           	PSP       	I-NP    			యొక్క,avy                       	-     
story102.txt	4    	రాపిడ్                           	NN        	B-NP    			రాపిడ్,n                         	-     
story102.txt	5    	ఎన                            	NN        	B-NP    			ఎన,n                          	-     
story102.txt	6    	ర్జీ                            	NN        	B-NP    			ర్జీ,unk                        	-     
story102.txt	7    	నేష                            	NN        	B-NP    			నేష,unk                        	-     
story102.txt	8    	న                             	NN        	B-NP    			న,avy                         	-     
story102.txt	9    	ల్                             	SYM       	I-NP    			ల్,unk                         	-     
story102.txt	10   	మాస్టర్                          	NN        	B-NP    			మాస్టర్,unk                      	-     
story102.txt	11   	ప్లాన్                           	NN        	B-NP    			ప్లాన్,n                         	-     
story102.txt	12   	స                             	NN        	B-NP    			స,n                           	-     
story102.txt	13   	బ్                             	SYM       	I-NP    			బ్,unk                         	-     
story102.txt	14   	కా                             	NN        	B-NP    			కె,avy                         	-     
story102.txt	15   	విశ్వాస్                          	NN        	B-NP    			విశ్వాస్,unk                      	-     
story102.txt	16   	మ                             	NN        	B-NP    			మ,unk                         	-     
story102.txt	17   	రియు                            	NN        	B-NP    			రియు,unk                        	-     
story102.txt	18   	స                             	NN        	B-NP    			స,n                           	-     
story102.txt	19   	బ్                             	SYM       	I-NP    			బ్,unk                         	-     
story102.txt	20   	కా                             	NN        	B-NP    			కె,avy                         	-     
story102.txt	21   	ప్రయాస్                          	NN        	B-NP    			ప్రయాస్,unk                      	-     
story102.txt	22   	లో                             	PSP       	I-NP    			లో,avy                         	-     
story102.txt	23   	భాగ                            	NN        	B-NP    			భాగం,n                          	-     
story102.txt	24   	మ                             	NN        	B-NP    			మ,unk                         	-     
story102.txt	25   	ని                             	NN        	B-NP    			ని,avy                         	-     
story102.txt	26   	ఆయ                            	NN        	B-NP    			ఆయం,n                          	(1
story102.txt	27   	న                             	NN        	B-NP    			న,avy                         	1)
story102.txt	28   	అన్నారు                          	VM        	B-VGF   			అను,v                          	-     
story102.txt	29   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	ఇటీవ                           	NST       	B-NP    			ఇటీవ,unk                       	-     
story102.txt	1    	ల                             	RP        	I-NP    			ల,avy                         	-     
story102.txt	2    	ధర్మశాల                         	NNP       	B-NP    			ధర్మశాల,n                       	-     
story102.txt	3    	లో                             	PSP       	I-NP    			లో,avy                         	-     
story102.txt	4    	జ                             	NN        	B-NP    			జం,n                           	-     
story102.txt	5    	రిగిన                           	VM        	B-VGNF  			రిగిన,unk                       	-     
story102.txt	6    	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	-     
story102.txt	7    	ధాన                            	NN        	B-NP    			ధాన,unk                        	-     
story102.txt	8    	కార్య                           	NN        	B-NP    			కార్యం,n                         	-     
story102.txt	9    	ద                             	NN        	B-NP    			ద,avy                         	-     
story102.txt	10   	ర్శి                            	NN        	B-NP    			ర్శి,unk                        	-     
story102.txt	11   	స                             	NN        	B-NP    			స,n                           	-     
story102.txt	12   	మావేశంలో                          	NN        	B-NP    			మావేశంలో,unk                      	-     
story102.txt	13   	ప్ర                            	NN        	B-NP    			ప్ర,avy                        	(1
story102.txt	14   	ధాన                            	NN        	B-NP    			ధాన,unk                        	1
story102.txt	15   	మంత్రి                           	NN        	B-NP    			మంత్రి,n                         	1)
story102.txt	16   	రాష్ట్రాలు                         	NN        	B-NP    			రాష్ట్రం,n                        	-     
story102.txt	17   	వేగ                            	NN        	B-NP    			వేగం,n                          	-     
story102.txt	18   	వంత                            	NN        	B-NP    			వంత,n                          	-     
story102.txt	19   	మైన                            	JJ        	B-NP    			మైనం,n                          	-     
story102.txt	20   	శ                             	NN        	I-NP    			శ,n                           	-     
story102.txt	21   	క్తిని                           	NN        	B-NP    			క్తిని,unk                       	-     
story102.txt	22   	అవ                            	NN        	B-NP    			అవుడు,n                         	-     
story102.txt	23   	లంభించ                           	VM        	B-VGNF  			లంభించు,v                         	-     
story102.txt	24   	డం                             	NN        	B-NP    			డం,unk                         	-     
story102.txt	25   	ప                             	NN        	B-NP    			పం,n                           	-     
story102.txt	26   	ట్ల                            	NN        	B-NP    			ట్ల,unk                        	-     
story102.txt	27   	త                             	NN        	B-NP    			త,unk                         	(1
story102.txt	28   	న                             	NN        	B-NP    			న,avy                         	1)
story102.txt	29   	సంతోషాన్ని                         	NN        	B-NP    			సంతోషం,n                         	-     
story102.txt	30   	వ్య                            	NN        	B-NP    			వ్య,unk                        	-     
story102.txt	31   	క్తం                            	NN        	B-NP    			క్తం,unk                        	-     
story102.txt	32   	చేశారు                           	VM        	B-VGF   			చెయ్యి,v                         	-     
story102.txt	33   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	అమృత్                           	NN        	B-NP    			అమృత్,n                         	-     
story102.txt	1    	కాలా                            	NN        	B-NP    			కాలు,v                          	-     
story102.txt	2    	&                   	SYM       	I-NP    			&amp;,punc                    	-     
story102.txt	2a   	అపోస్                           	NN        	B-NP    			అపోస్,unk                       	-     
story102.txt	2b   	;                   	SYM       	I-NP    			&scol;,punc                   	-     
story102.txt	3    	కార్యక్రమంలో                       	NN        	B-NP    			కార్యక్రమం,n                      	-     
story102.txt	4    	భాగంగా                           	RB        	B-RBP   			భాగం,n                          	-     
story102.txt	5    	,                   	SYM       	I-RBP   			&comma;,punc                  	-     
story102.txt	6    	దేశంలోని                          	NN        	B-NP    			దేశం,n                          	-     
story102.txt	7    	మెట్రో                           	NN        	B-NP    			మెట్రో,n                         	-     
story102.txt	8    	నగరాల                          	NN        	B-NP    			నగరం,n                         	-     
story102.txt	9    	పరిధిని                          	NN        	B-NP    			పరిధి,n                         	-     
story102.txt	10   	విస్తరించాల్సిన                      	VM        	B-VGNF  			విస్తరించాల్సిన,unk                  	-     
story102.txt	11   	అవసరాన్ని         	NN        	B-NP    			అవసరం,n                        	-     
story102.txt	12   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	13   	టైర్-2                          	NN        	B-NP    			టైర్-2,unk                      	-     
story102.txt	14   	,                   	SYM       	I-NP    			&comma;,punc                  	-     
story102.txt	15   	టైర్-3                          	NN        	B-NP    			టైర్-3,unk                      	-     
story102.txt	16   	నగరాల్లో                         	NN        	B-NP    			నగరం,n                         	-     
story102.txt	17   	మెరుగైన                          	JJ        	B-NP    			మెరుగు,n                         	-     
story102.txt	18   	ప్రణాళికతో         	NN        	I-NP    			ప్రణాళిక,n                       	-     
story102.txt	19   	పనిచేయాల్సిన                       	VM        	B-VGNF  			పనిచేయాల్సిన,unk                   	-     
story102.txt	20   	అవసరాన్ని         	NN        	B-NP    			అవసరం,n                        	-     
story102.txt	21   	ఆయన                           	PRP       	B-NP    			ఆయన,pn                        	(1)
story102.txt	22   	నొక్కిచెప్పారు                       	VM        	B-VGF   			నొక్కిచెప్పారు,unk                   	-     
story102.txt	23   	.                   	SYM       	I-VGF   			&dot;,punc                    	-     

story102.txt	0    	రాబోయే                           	VM        	B-VGNF  			వచ్చు,v                         	-     
story102.txt	1    	25                  	QC        	B-NP    			25,num                        	-     
story102.txt	2    	సంవ                            	NN        	I-NP    			సంవ,unk                        	-     
story102.txt	3    	త్స                            	NN        	B-NP    			త్స,unk                        	-     
story102.txt	4    	రాల                            	NN        	B-NP    			రం,n                           	-     
story102.txt	5    	లో                             	PSP       	I-NP    			లో,avy                         	-     
story102.txt	6    	భార                            	NN        	B-NP    			భారం,n                          	-     
story102.txt	7    	త                             	NN        	B-NP    			త,unk                         	-     
story102.txt	8    	దేశం                            	NN        	B-NP    			దేశం,n                          	-     
story102.txt	9    	శ                             	NN        	B-NP    			శ,n                           	-     
story102.txt	10   	ర                             	NN        	B-NP    			రం,n                           	-     
story102.txt	11   	వేగంగా                           	RB        	B-RBP   			వేగం,n                          	-     
story102.txt	12   	అభివృద్ధి                         	NN        	B-NP    			అభివృద్ధి,n                       	-     
story102.txt	13   	చెందాలంటే                          	VM        	B-VGF   			చెందు,v                          	-     
story102.txt	14   	,                   	SYM       	I-VGF   			&comma;,punc                  	-     
story102.txt	15   	మ                             	NN        	B-NP    			మ,unk                         	-     
story102.txt	16   	నం                             	NN        	B-NP    			నం,unk                         	-     
story102.txt	17   	న                             	NN        	B-NP    			న,avy                         	-     
story102.txt	18   	గ                             	NN        	B-NP    			గం,n                           	-     
story102.txt	19   	రాల                            	NN        	B-NP    			రం,n                           	-     
story102.txt	20   	ను                             	PSP       	I-NP    			ను,avy                         	-     
story102.txt	21   	పచ్చ                           	JJ        	B-RBP   			పచ్చ,adj                       	-     
story102.txt	22   	గా                             	RB        	I-RBP   			గా,avy                         	-     
story102.txt	23   	,                   	SYM       	I-RBP   			&comma;,punc                  	-     
story102.txt	24   	ప                             	NN        	B-NP    			పం,n                           	-     
story102.txt	25   	రిశుభ్రంగా                         	RB        	B-RBP   			రిశుభ్రంగా,unk                     	-     
story102.txt	26   	,                   	SYM       	I-RBP   			&comma;,punc                  	-     
story102.txt	27   	మ                             	NN        	B-NP    			మ,unk                         	-     
story102.txt	28   	రింత                            	NN        	B-NP    			రింత,unk                        	-     
story102.txt	29   	స్నేహపూర్వకంగా                      	RB        	B-RBP   			స్నేహపూర్వకంగా,n                    	-     
story102.txt	30   	మార్చాల్సిన         	VM        	B-VGNF  			మార్చాల్సిన,unk                    	-     
story102.txt	31   	అవ                            	QO        	B-NP    			అవుడు,n                         	-     
story102.txt	32   	స                             	NN        	I-NP    			స,n                           	-     
story102.txt	33   	రం                             	NN        	B-NP    			రం,n                           	-     
story102.txt	34   	ఉంది                            	VM        	B-VGF   			ఉండు,v                          	-     
